Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
DIM_ECHO_TEST,STANDARD_ECHO_TEST_DESCRIPTION,VARCHAR 255,NOT POPULATED,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST,STANDARD_ECHO_TEST_NAME,VARCHAR 255,NOT POPULATED,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_ECHO_TEST_RESULT_TYPE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_ECHO_TEST_RESULT_TYPE,ECHO_TEST_RESULT_CODE,VARCHAR 50,Code associated with the result from the Echo test.,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,ECHO_TEST_RESULT_DESCRIPTION,VARCHAR 255,"The description of the Echo test. Typically the same as the ECHO_TEST_RESULT_NAME. (e.g., EJECTION FRACTION, AORTIC ARCH).",,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,ECHO_TEST_RESULT_NAME,VARCHAR 255,"The name of the result from the  Echo test (e.g., EJECTION FRACTION, AORTIC ARCH).",,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,ECHO_TEST_RESULT_TYPE,VARCHAR 50,"Identifies the type of result from the Echo test (e.g., Lab Standard).",,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,ECHO_TEST_RESULT_TYPE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ECHO_TEST_RESULT_TYPE table,610320,Yes,,,Q1 2020,,DIM_ECHO_TEST_RESULT_TYPE,,PRIMARY,Yes,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_ECHO_TEST_RESULT_TYPE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_ECHO_TEST_RESULT_TYPE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,1210227 716 0,No,,,Q1 2020,,,,,,,,,
DIM_ECHO_TEST_RESULT_TYPE,STANDARD_ECHO_TEST_RESULT_CODE,VARCHAR 50,NOT POPULATED,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,STANDARD_ECHO_TEST_RESULT_DESCRIPTION,VARCHAR 255,NOT POPULATED,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ECHO_TEST_RESULT_TYPE,STANDARD_ECHO_TEST_RESULT_NAME,VARCHAR 255,NOT POPULATED,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_NAME,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_NAME,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_NAME,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_NAME,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_NAME,FLOWSHEET_NAME_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_FLOWSHEET_NAME table. This value is also used in the FACT_FLOWSHEETS table to establish this relationship,(Key value),Yes,,,Q1 2020,,DIM_FLOWSHEET_NAME,,PRIMARY,Yes,Low,-,No change,
DIM_FLOWSHEET_NAME,FLOWSHEET_TYPE_CODE,VARCHAR 50,Type of Flowsheet,"FINDINGS, INTAKE, OUTPUT",Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_NAME,FLOWSHEET_TYPE_DESCRIPTION,VARCHAR 255,Description of the Flowsheet type,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_NAME,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_FLOWSHEET_NAME,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,STANDARD_FLOWSHEET_NAME_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_FLOWSHEET_NAME table. This value is also used in the FACT_FLOWSHEETS table to establish this relationship,(Key value),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_NAME,STANDARD_FLOWSHEET_TYPE_CODE,VARCHAR 50,Not Being Used,(No data),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_NAME,STANDARD_FLOWSHEET_TYPE_DESCRIPTION,VARCHAR 255,Not Being Used,(No data),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_ROW_NAME,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_ROW_NAME,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_ROW_NAME,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_FLOWSHEET_ROW_NAME,FLOWSHEET_ROW_CODE,VARCHAR 50,Type of data contained in row,"ALLRGY, INTAKE, LAB",Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_ROW_NAME,FLOWSHEET_ROW_DESCRIPTION,VARCHAR 100,Description of row data,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_FLOWSHEET_ROW_NAME,FLOWSHEET_ROW_NAME_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_FLOWSHEET_ROW_NAME table. This value is also used in the FACT_FLOWSHEETS table to establish this relationship,(Key value),Yes,,,Q1 2020,,DIM_FLOWSHEET_ROW_NAME,,PRIMARY,Yes,Low,-,No change,
DIM_FLOWSHEET_ROW_NAME,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_FLOWSHEET_ROW_NAME,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,STANDARD_FLOWSHEET_ROW_CODE,VARCHAR 50,Not Being Used,(No data),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,STANDARD_FLOWSHEET_ROW_DESCRIPTION,VARCHAR 100,Not Being Used,(No data),No,,,Q1 2020,,,,,,,,,
DIM_FLOWSHEET_ROW_NAME,STANDARD_FLOWSHEET_ROW_NAME_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_FLOWSHEET_ROW_NAME table. This value is also used in the FACT_FLOWSHEETS table to establish this relationship,(Key value),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_HEALTHCARE_PROVIDER,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_HEALTHCARE_PROVIDER,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_HEALTHCARE_PROVIDER,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_HEALTHCARE_PROVIDER,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_HEALTHCARE_PROVIDER,PROVIDER_CREDENTIALS,VARCHAR 100,Credentials of the practitioner which follows the full name in a formal context,M.D.,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,(Key value),Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,,PRIMARY,Yes,High,Unique ID,Hashed,
DIM_HEALTHCARE_PROVIDER,PROVIDER_EMAIL_ADDRESS,VARCHAR 120,Provider's professional email address,Fflintstone@gmail.com,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_EMPLOYEE_ID,VARCHAR 50,Employee ID is a six-digit numeric representation for a practitioner that is on Mayo Clinic payroll or is benefit eligible,123456,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_FIRST_NAME,VARCHAR 100,"Full legal first name of the practitioner as listed on their birth certificate, unless it has been changed",Fred,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_GENDER,CHARACTER 1,Gender of the practitioner,M,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_LAN_ID,VARCHAR 30,LAN ID of an employee is used for authentication to Mayo Clinic systems,F123456,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_LAST_NAME,VARCHAR 100,"Full legal last name of the practitioner as listed on their birth certificate, unless it has been changed",Flintstone,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_LOCATION_CODE,VARCHAR 50,"Provider's location, building, floor, and unit",ROGO08SOUTH,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_LOCATION_SITE_NAME,VARCHAR 50,Provider's location which represents state or location,RO,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_MIDDLE_NAME,VARCHAR 100,"Full legal middle name of the practitioner as listed on their birth certificate, unless it has been changed",K,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_NAME_SUFFIX,VARCHAR 50,Suffix appended to the provider's name to signify generation,Junior,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_NPI,VARCHAR 50,NPI (National Provider Identifier) ID is a unique practitioner number for Medicare and Medicaid services,1234567890,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_PERSON_ID,VARCHAR 30,Person ID of an employee is an eight-digit numeric representation,12345678,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_RACF_ID,VARCHAR 30,RACF (Resource Access Control Facility) ID of the employee is used to access certain Mayo Clinic computer systems and may be the same as employee LAN ID,F123456,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,PROVIDER_SPECIALTY_DESCRIPTION,VARCHAR 255,Specialized branch of medicine practiced by a provider,ALLERGY IMMUNOLOGY,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_HEALTHCARE_PROVIDER,PROVIDER_WORK_PHONE,VARCHAR 20,Provider's work phone,5071234567,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_HEALTHCARE_PROVIDER,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_CREDENTIALS,VARCHAR 100,Credentials of the practitioner which follows the full name in a formal context,M.D.,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,(Key value),Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_EMAIL_ADDRESS,VARCHAR 120,Provider's professional email address,Fflintstone@gmail.com,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_EMPLOYEE_ID,VARCHAR 50,Employee ID is a six-digit numeric representation for a practitioner that is on Mayo Clinic payroll or is benefit eligible,123456,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_FIRST_NAME,VARCHAR 100,"Full legal first name of the practitioner as listed on their birth certificate, unless it has been changed",Barney,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_GENDER,CHARACTER 1,Gender of the practitioner,M,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_LAN_ID,VARCHAR 30,LAN ID of an employee is used for authentication to Mayo Clinic systems,F123456,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_LAST_NAME,VARCHAR 100,"Full legal last name of the practitioner as listed on their birth certificate, unless it has been changed",Rubble,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_LOCATION_CODE,VARCHAR 50,Location code of the practioner,ROGO08SOUTH,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_LOCATION_SITE_NAME,VARCHAR 50,Textual description of the location of the practitioner,RO,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_MIDDLE_NAME,VARCHAR 100,"Full legal middle name of the practitioner as listed on their birth certificate, unless it has been changed",C,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_NAME_SUFFIX,VARCHAR 50,Suffix is added to the end of the practitioner's name to signify generation,Junior,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_NPI,VARCHAR 50,NPI (National Provider Identifier) ID is a unique practitioner number for Medicare and Medicaid services,1234567890,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_PERSON_ID,VARCHAR 30,Person ID of an employee is an eight-digit numeric representation,12345678,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_RACF_ID,VARCHAR 30,RACF (Resource Access Control Facility) ID of the employee is used to access certain Mayo Clinic computer systems and may be the same as employee LAN ID,1234567890,No,,,Q1 2020,,,,,,,,,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_SPECIALTY_DESCRIPTION,VARCHAR 255,Specialized branch of medicine practiced by a provider,(No data),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_HEALTHCARE_PROVIDER,STANDARD_PROVIDER_WORK_PHONE,VARCHAR 20,Provider's work phone,5071234567,No,,,Q1 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_BODY_SITE_NAME,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_BODY_SITE_NAME,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_BODY_SITE_NAME,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_BODY_SITE_NAME,IMMUNIZATION_BODY_SITE_CODE,VARCHAR 15,Code for the body site where the immunization was administered,209,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_IMMUNIZATION_BODY_SITE_NAME,IMMUNIZATION_BODY_SITE_DESCRIPTION,VARCHAR 255,The description of the body site where the immunization was administered,Face,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_IMMUNIZATION_BODY_SITE_NAME,IMMUNIZATION_BODY_SITE_DK,BIGINT 8,Unique identifier used as a primary key within the DIM_IMMUNIZATION_BODY_SITE_NAME table and referenced as a foreign key from the FACT_IMMUNIZATIONS  table,(Key value),Yes,,,Q2-Q4 2020,,DIM_IMMUNIZATION_BODY_SITE_NAME,,PRIMARY,Yes,Low,-,No change,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
DIM_IMMUNIZATION_BODY_SITE_NAME,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_BODY_SITE_NAME,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_IMMUNIZATION_ROUTE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_ROUTE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_ROUTE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_IMMUNIZATION_ROUTE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
